x,y
7.6168,1.8029
7.58691875,1.7961765625
7.55651713867188,1.7898775390625
7.52561855545044,1.78400417709351
7.49424594512582,1.77855756088495
7.46242181256143,1.77353861147026
7.43016822746276,1.76894808669552
7.39750682919127,1.76478658149636
7.3644588316184,1.76105452837054
7.33104502801615,1.75775219803079
7.29728579598435,1.75487970021309
7.26320110241665,1.75243698460722
7.22881050850978,1.75042384186805
7.19413317482147,1.74883990466119
7.15918786638246,1.74768464869321
7.12399295786752,1.74695739367727
7.08856643882837,1.74665730418701
7.0529259189892,1.74678339035694
7.01708863360297,1.74733450839427
6.98107144886321,1.74830936087536
6.94489086736318,1.74970649680955
6.90856303359126,1.75152431146282
6.87210373944821,1.75376104594396
6.8355284297699,1.75641478656561
6.79885220783668,1.75948346400213
6.76208984084895,1.76296485227444
6.72525576534773,1.76685656759976
6.68836409255798,1.7711560671505
6.65142861363287,1.77586064777135
6.61446280477763,1.7809674447078
6.57747983223247,1.78647343040124
6.5404925570961,1.79237541340681
6.50351353997292,1.79867003748991
6.46655504542959,1.80535378095531
6.42962904624956,1.81242295625989
6.3927472274768,1.81987370995606
6.35592099024353,1.82770202300761
6.31916145537986,1.83590371151391
6.2824794668069,1.84447442787178
6.2458855947179,1.85340966239684
6.20939013855586,1.86270474541903
6.17300312979845,1.87235484985877
6.13673433456478,1.88235499428287
6.10059325606041,1.89270004643141
6.06458913687974,1.90338472719992
6.02873096118656,1.91440361505412
5.9930274567948,1.92575115084896
5.95748709717251,1.93742164301795
5.92211810339248,1.94940927309505
5.88692844605265,1.96170810152777
5.85192584718874,1.97431207373806
5.81711778220051,1.9872150263865
5.78251148181127,2.00041069379544
5.74811393407824,2.01389271448763
5.71393188646885,2.02765463779924
5.67997184801552,2.04168993052903
5.64624009155812,2.05599198358954
5.61274265608075,2.07055411863051
5.5794853491457,2.08536959460987
5.54647374942502,2.10043161429306
5.51371320932651,2.11573333066689
5.48120885770886,2.1312678532595
5.44896560267794,2.14702825436306
5.41698813445445,2.16300757516058
5.38528092830184,2.17919883176166
5.35384824750249,2.19559502115525
5.32269414637016,2.21218912708904
5.29182247328703,2.22897412588568
5.2612368737551,2.2459429922056
5.23094079345338,2.26308870476356
5.20093748129481,2.2804042520034
5.17122999247988,2.29788263773051
5.14182119154694,2.31551688669609
5.11271375542324,2.33330005012128
5.08391017648363,2.35122521114229
5.05541276562779,2.36928549015128
5.02722365538958,2.38747405000119
4.99934480309423,2.40578410103781
4.97177799408102,2.42420890591775
4.94452484500894,2.44274178416943
4.91758680726231,2.46137611645388
4.89096517047094,2.48010534848484
4.86466106615565,2.4989229945733
4.838675471505,2.51782264077008
4.81300921328224,2.53679794759147
4.78766297185388,2.55584265232745
4.76263728532254,2.57495057094876
4.73793255373701,2.59411559964804
4.71354904334284,2.61333171607051
4.68948689082749,2.63259298031008
4.66574610750487,2.65189353576688
4.64232658337751,2.67122760997989
4.61922809100954,2.69058951556259
4.59645028914222,2.70997365137779
4.57399272598683,2.72937450408875
4.55185484213805,2.74878665021395
4.5300359730659,2.76820475879054
4.50853535116734,2.78762359471413
4.48735210738929,2.80703802276801
4.46648527247469,2.82644301228286
4.44593377792996,2.84583364227852
4.42569645686532,2.86520510683642
4.40577204491403,2.88455272034021
4.38615918148844,2.90387192211221
4.36685641167251,2.92315827987777
4.34786218907439,2.94240749142319
4.32917487995935,2.96161538379339
4.31079276894538,2.98077790942001
4.29271406646278,2.99989113869496
4.27493691805215,3.01895124871832
4.25745941540169,3.03795450825707
4.24027960881073,3.05689725934455
4.22339552052275,3.07577589641302
4.20680515811645,3.09458684435252
4.19050652689918,3.11332653738836
4.17449764004102,3.13199140111828
4.15877652504688,3.15057784039513
4.14334122511461,3.16908223593082
4.12818979399072,3.18750095248646
4.11332028312551,3.20583036126976
4.09873072024952,3.22406687866921
4.08441907893468,3.24220702272181
4.07038323924586,3.26024748776613
4.05662094019946,3.27818523662714
4.04312972538297,3.2960176084838
4.02990688370712,3.31374243936883
4.01694938780924,3.33135819113339
4.00425383305686,3.34886408376707
3.99181638037404,3.36626022527524
3.97963270620044,3.38354773294518
3.96769796277849,3.40072883981936
3.95600675164757,3.41780698055354
3.94455311272032,3.43478685155329
3.9333305306546,3.45167444131681
3.9223319594563,3.46847702819743
3.91154986540239,3.48520314425729
3.90097628751392,3.50186250541927
3.89060291398955,3.51846590964297
3.88042117227911,3.53502510626002
3.87042232987847,3.55155264082278
3.86059760248948,3.56806168078478
3.8509382659344,3.58456582799517
3.84143576814711,3.60107892433065
3.83208183767874,3.61761485680606
3.82272790721036,3.63415078928148
3.8135225440609,3.65070955789684
3.80445747678146,3.66730504966699
3.79552471454039,3.68395119674493
3.78671665562886,3.7006617815324
3.77802619248097,3.71745024126909
3.76944680964577,3.73432947844165
3.76097267126451,3.75131168337101
3.75259869490323,3.76840817503066
3.74432060906507,3.78562926551758
3.73613499233773,3.80298415266311
3.72803929289096,3.82048084407666
3.72003182788471,3.8381261145229
3.71211176323201,3.85592549702452
3.70427907502904,3.87388330654782
3.69653449476234,3.89200269366355
3.6888794410803,3.91028572427355
3.68131594142896,3.92873348043769
3.6738465471691,3.94734617659044
3.6664742458954,3.96612328504504
3.65920237456681,3.98506366466164
3.65203453674396,4.00416568689209
3.64497452674507,4.02342735407001
3.63802626291432,4.04284640572899
3.63119373149888,4.06242040982523
3.6244809419032,4.08214683692578
3.61789189338609,4.10202311660934
3.61143055263381,4.12204667642831
3.60510084111974,4.14221496472913
3.59890663077357,4.16252545936888
3.59285174624392,4.18297566487016
3.5869399719469,4.20356310081511
3.58117506213694,4.22428528430679
3.575560752393,4.24513970915269
3.57010077115392,4.26612382409554
3.56479885022949,4.28723501198102
3.55965873352749,4.30847057126363
3.55468418354223,4.32982770075868
3.5498789854257,4.35130348809096
3.54524694869047,4.37289490189915
3.54079190676668,4.39459878754745
3.53651771475042,4.41641186588024
3.53242824574173,4.43833073442816
3.52852738618392,4.46035187042571
3.52481903059352,4.48247163501591
3.52130707602072,4.50468627808032
3.51799541651622,4.52699194322456
3.51488793781018,4.54938467255687
3.51198851233973,4.57186041100568
3.50930099469895,4.59441501002417
3.5068292175328,4.61704423061781
3.50457698785444,4.63974374570306
3.50254808373552,4.66250914185978
3.5007462512993,4.68533592057778
3.49917520193632,4.70821949912117
3.49783860965907,4.73115521114434
3.49674010851602,4.75413830719364
3.49588328999245,4.77716395522169
3.4952717003364,4.8002272412272
3.49490883776049,4.82332317011704
3.49479814948362,4.84644666686734
3.49494302858983,4.86959257804075
3.49534681069433,4.89275567369702
3.4960127704181,4.91593064971561
3.49694411768264,4.93911213053205
3.4981439938443,4.96229467227567
3.49961546769437,4.98547276628473
3.50136153135518,5.00864084296606
3.50338509610498,5.03179327596092
3.50568898816527,5.05492438657555
3.50827594448336,5.07802844843487
3.51114860854087,5.10109969231924
3.51430952621604,5.12413231114834
3.51776114172373,5.14712046508109
3.52150579365309,5.17005828670665
3.5255457111187,5.19293988630792
3.52988301003673,5.21575935718572
3.53451968953427,5.23851078103773
3.53945762849668,5.26118823339192
3.5446985822555,5.28378578909873
3.55024417941765,5.30629752788959
3.55609591883609,5.32871754001166
3.56225516672154,5.35103993194942
3.56872315389602,5.3732588322434
3.57550097318992,5.39536839741459
3.58258957698645,5.41736281800057
3.58998977491927,5.43923632470538
3.59770223173211,5.46098319466095
3.60572746531165,5.48259775779288
3.61406584490761,5.50407440327779
3.62271758955695,5.52540758607404
3.63168276673108,5.54659183350232
3.64096129122715,5.56762175184701
3.65055292432583,5.58849203294493
3.66045727323916,5.60919746072339
3.67067379087181,5.62973291764675
3.68120177591934,5.6500933910274
3.69204037332522,5.67027397915636
3.70318857511697,5.69026989720742
3.71464522163888,5.71007648287006
3.72640900319572,5.72968920166739
3.73847846211762,5.74910365191873
3.75085199525216,5.76831556930969
3.76352785688445,5.78732083103757
3.77650416208081,5.80611545950549
3.78977889044603,5.82469562554476
3.80334989027835,5.84305765115179
3.81721488310065,5.86119801173349
3.83137146854068,5.87911333786196
3.84581712952767,5.89680041654754
3.86054923776774,5.91425619204631
3.8755650594559,5.93147776622548
3.89086176117858,5.94846239851706
3.90643641595744,5.9652075054961
3.92228600938257,5.9817106601254
3.93840744578209,5.99796959071304
3.95479755437413,6.01398217963258
3.97145309534786,6.0297464618582
3.98837076582165,6.04526062336816
4.00554720562868,6.06052299946982
4.02297900288419,6.07553207309813
4.0406626992925,6.09028647313661
4.05859479515787,6.10478497280589
4.07677175406881,6.11902648815956
4.09519000723302,6.1330100767204
4.11384595744699,6.1467349362831
4.1327359826924,6.16020040390069
4.15185643935952,6.17340595506351
4.17120366510517,6.18635120307032
4.19077398136097,6.19903589858187
4.21056369551366,6.211459929339
4.23056910278568,6.22362332001934
4.2507864878482,6.23552623220038
4.27121212620191,6.2471689643921
4.29184228536181,6.25855195209965
4.31267322588114,6.26967576787689
4.33370120224662,6.28054112133382
4.35492246367201,6.2911488590664
4.3763332548108,6.30149996448457
4.397929816401,6.31159555752277
4.419708385849,6.32143689422607
4.44166519775391,6.33102536621094
4.463796484375,6.3403625
4.48592777099609,6.34969963378906
4.50823353233337,6.35878542938232
4.53071000064611,6.36762141330242
4.55335340585373,6.37620924697816
4.57615997600317,6.38455072607931
4.59912593767915,6.39264777972538
4.62224751635959,6.4005024695678
4.64552093671838,6.40811698874522
4.66894242287442,6.41549366070962
4.69250819857989,6.42263493791855
4.71621448733571,6.4295434003852
4.74005751241723,6.43622175407544
4.76403349679072,6.44267282913849
