x,y
1,0
1.125,0.5
1.25,0.921875
1.375,1.283203125
1.5,1.59716796875
1.625,1.87347412109375
1.74609375,2.11477661132813
1.859375,2.32266235351563
1.9638671875,2.50140380859375
2.0615234375,2.65766143798828
2.15576171875,2.79850387573242
2.25,2.92969131469727
2.34423828125,3.06087875366211
2.4384765625,3.18241119384766
2.5361328125,3.300048828125
2.640625,3.41824340820313
2.75390625,3.53842163085938
2.875,3.65753173828125
3,3.768798828125
3.125,3.8662109375
3.25,3.94921875
3.375,4.015625
3.5,4.0625
3.625,4.109375
3.75,4.13671875
3.875,4.1416015625
4,4.120361328125
4.125,4.06951904296875
4.24609375,3.99453735351563
4.359375,3.90402221679688
4.4638671875,3.80340576171875
4.5615234375,3.69295501708984
4.65576171875,3.56888198852539
4.75,3.4254264831543
4.84423828125,3.2819709777832
4.9384765625,3.11913299560547
5.0361328125,2.93115234375
5.140625,2.71029663085938
5.25390625,2.44894409179688
5.375,2.14263916015625
5.5,1.7919921875
5.625,1.400390625
5.75,0.96875
5.875,0.5
6,0
